AnimalType,Name,SpecificBreed,PrimaryBreed,PrimaryColour,De-sexed,Gender,Age,Locality
D         ,Charlie,COLLBORDR ,COLLBO,BlackWhite,Y,M,13,MONTVILLE
D         ,Bella,FOXTERRMN ,FOXTER,TriColour ,Y,F,12,SIPPY DOWNS
D         ,KoKo,MALTESEX  ,MALTES,White     ,Y,M,12,BUDERIM
D         ,Jayda,CATTLEDOG ,CATTLE,Red       ,Y,F,12,BLI BLI
D         ,Shakeeta,MAREMMSHP ,MAREMM,White     ,Y,F,15,KULANGOOR
D         ,Abbey,FOXTERRIEX,FOXTER,TriColour ,Y,F,25,WOOMBYE
D         ,Georgie,LABRADORX ,LABRAD,Black     ,Y,F,14,BUDERIM
Cat       ,Jaffa,TABBY     ,TABBY ,BlackGrey ,Y,M,9,BUDERIM
D         ,Rosie,CATTLEDOGX,CATTLE,BlackTan  ,Y,F,11,BUDERIM
D         ,Beau,JACKRUSSLX,JACKRU,WhiteTan  ,Y,M,11,PACIFIC PARADISE
D         ,Sui,KELPIEAUSX,KELPIE,BlackTan  ,Y,F,11,MONS
D         ,Meka,MALTESEX  ,MALTES,BlackWhite,Y,F,12,BLI BLI
D         ,Bindi,KELPIEAUS ,KELPIE,BlackWhite,Y,F,11,BUDERIM
D         ,Brooklyn,SHEEPDGOE ,SHEEPD,GreyWhite ,Y,F,11,TWIN WATERS
D         ,Sooty,TERRIERSIX,TERRIE,BlackTan  ,Y,M,11,BUDERIM
D         ,Thai,POODLETOYX,POODLE,Apricot   ,Y,M,11,HIGHWORTH
D         ,Jessy,POODLETOYX,POODLE,Brindle   ,Y,F,11,HIGHWORTH
D         ,Snowy,MALTESEX  ,MALTES,White     ,Y,M,12,BUDERIM
D         ,Sophie,STAFFRDBTX,STAFFR,Brindle   ,Y,F,11,MOUNTAIN CREEK
D         ,Pippe,LHASAAPSO ,LHASAA,SableWhite,Y,F,12,BUDERIM
D         ,Indiana,MIXED     ,MIXED ,Caramel   ,Y,M,11,MOUNTAIN CREEK
D         ,Spot,FOXTERRIE ,FOXTER,BlackWhite,Y,M,13,SIPPY DOWNS
D         ,Rooney,POODLEX   ,POODLE,Black     ,Y,F,11,BUDERIM
D         ,Charlie,LABRADOR  ,LABRAD,Brown     ,Y,M,12,PEREGIAN SPRINGS
D         ,Bonnie,RIDGEBACKX,RIDGEB,Black     ,Y,F,11,MINYAMA
D         ,Kel,KELPIEAUSX,KELPIE,Black     ,Y,M,11,MAPLETON
D         ,Tiny,FOXTERRMN ,FOXTER,TriColour ,Y,F,13,MAROOCHYDORE
D         ,Cassandra,MALTESEX  ,MALTES,Fawn      ,Y,F,11,PACIFIC PARADISE
D         ,Alfie,SPOODLE   ,SPOODL,Black     ,Y,M,11,WOOMBYE
D         ,DollyGirl,STAFFRDBT ,STAFFR,Red       ,Y,F,12,PACIFIC PARADISE
D         ,Jess,CATDOGSTPX,CATDOG,Red       ,Y,F,11,BUDERIM
D         ,Tui,TERRIERTN ,TERRIE,BlackWhite,Y,F,12,MAROOCHYDORE
D         ,Odie,FOXTERRIE ,FOXTER,WhiteBrown,Y,M,11,BLI BLI
D         ,Shadow,LABRADORX ,LABRAD,Black     ,Y,F,11,DOONAN
D         ,Thai,LABRADOR  ,LABRAD,Gold      ,Y,M,12,COOLUM BEACH
D         ,Bear,GERMNSHEP ,GERMNS,BlackTan  ,Y,F,11,NAMBOUR
D         ,TY,COLLBORDR ,COLLBO,BlackWhite,Y,M,14,KUREELPA
D         ,Chester,LHASAAPSO ,LHASAA,TriColour ,Y,F,12,TANAWHA
D         ,Tasha,STAFFRDBT ,STAFFR,Tan       ,Y,F,11,BUDERIM
D         ,Tootsie,STAFFRDAMX,STAFFR,TriColour ,Y,F,11,COOLUM BEACH
D         ,Teala,POMERANIA ,POMERA,Caramel   ,Y,F,12,MAPLETON
D         ,Ali,SPOODLE   ,SPOODL,Apricot   ,Y,F,14,BUDERIM
D         ,Bella,ROTTWEILRX,ROTTWE,Black     ,Y,F,11,COOLUM BEACH
D         ,Ajax,LABRADOR  ,LABRAD,White     ,Y,M,11,YAROOMBA
D         ,Max,LHASAAPSOX,LHASAA,Cream     ,Y,M,11,FOREST GLEN
D         ,Missy,LHASAAPSOX,LHASAA,Cream     ,Y,F,11,FOREST GLEN
D         ,Bella,SPANIELCVX,SPANIE,TriColour ,Y,F,14,MOUNTAIN CREEK
D         ,Bailey,RETRIEVGD ,RETRIE,Gold      ,Y,F,13,BUDERIM
D         ,Frank,COLLBORDRX,COLLBO,SableWhite,Y,M,11,COES CREEK
D         ,Zoe,POODLETOY ,POODLE,Black     ,Y,F,11,PALMWOODS
D         ,Max,COLLBORDR ,COLLBO,Black     ,Y,M,11,BLI BLI
D         ,Kayla,COLLBORDR ,COLLBO,Black     ,Y,F,11,BLI BLI
D         ,Buddy,LABRADOODL,LABRAD,Gold      ,Y,M,11,DIDDILLIBAH
D         ,George,POODLESTD ,POODLE,Black     ,Y,M,12,MOUNTAIN CREEK
D         ,Gus,FOXTERRIEX,FOXTER,GreyBlack ,Y,M,11,COES CREEK
D         ,Wally,TERRIERAUX,TERRIE,BlackTan  ,Y,M,11,BUDERIM
D         ,Patra,TERRIERAUX,TERRIE,BlackTan  ,Y,F,11,BUDERIM
D         ,Muffy,MALTESEX  ,MALTES,TriColour ,Y,M,12,BUDERIM
D         ,Ruby-Blu,BEAGLE    ,BEAGLE,Brown     ,Y,F,11,BUDERIM
D         ,Indy,JACKRUSSLX,JACKRU,TriColour ,Y,M,12,PALMWOODS
D         ,Tula,COLLBORDR ,COLLBO,BlackWhite,Y,F,11,FOREST GLEN
D         ,Scout,TERRIERMA ,TERRIE,BlackTan  ,Y,M,11,PEREGIAN SPRINGS
D         ,Sparkey,POMERANIAX,POMERA,Apricot   ,Y,M,11,LITTLE MOUNTAIN
D         ,Candy,LABRADORX ,LABRAD,Black     ,Y,F,19,PALMWOODS
D         ,Radler,CATTLEDOG ,CATTLE,Red       ,Y,F,11,BLI BLI
D         ,Storm,BOXERX    ,BOXER,Tan       ,Y,F,11,YANDINA CREEK
D         ,Jimmy,TERRIERAUX,TERRIE,BlackTan  ,Y,M,11,MONTVILLE
D         ,Pebbles,SHIHTZUX  ,SHIHTZ,Multicol  ,Y,F,11,TWIN WATERS
D         ,Boo,STAFFRDBTX,STAFFR,Chocolate ,Y,F,11,NINDERRY
D         ,Sooty,TERRIERSIX,TERRIE,Black     ,Y,M,12,SIPPY DOWNS
D         ,Skye,COLLBORDR ,COLLBO,BrownWhite,Y,F,11,BUDERIM
D         ,Macy,BEAGLE    ,BEAGLE,Tan       ,Y,F,11,MOUNTAIN CREEK
D         ,Teddy,MALTESEX  ,MALTES,Cream     ,Y,M,11,BUDERIM
D         ,Bob,CATTLEDOGX,CATTLE,White     ,Y,M,11,PALMWOODS
D         ,Buddy,CATTLEDOG ,CATTLE,Blue      ,Y,M,15,VERRIERDALE
D         ,Molly,TERRIERSIX,TERRIE,Black     ,Y,F,11,BUDERIM
D         ,Honey,TERRIERSIX,TERRIE,Cream     ,Y,F,11,BUDERIM
D         ,Cooper,LABRADOR  ,LABRAD,Black     ,Y,M,14,NAMBOUR
D         ,Buzzy,ROTTWEILRX,ROTTWE,Black     ,Y,M,11,NAMBOUR
D         ,Bruce,FOXTERRIEX,FOXTER,White     ,Y,M,12,BLI BLI
D         ,Kiko,SHIHTZU   ,SHIHTZ,White     ,Y,F,13,MOUNTAIN CREEK
D         ,Gus,KELPIEAUSX,KELPIE,Red       ,Y,M,12,BLI BLI
D         ,Bella,MALTESEX  ,MALTES,BlackTan  ,Y,F,13,NAMBOUR
D         ,Honey,GERMNSHEP ,GERMNS,BlackTan  ,Y,F,12,MOOLOOLABA
D         ,Jed,TERRIERSI ,TERRIE,Silver    ,Y,M,12,MUDJIMBA
D         ,Pepper,DACHSHDLHX,DACHSH,Black     ,Y,F,11,PACIFIC PARADISE
D         ,TT,FOXTERRMNX,FOXTER,BlackWhite,Y,F,13,CHEVALLUM
D         ,Zoey,STAFFRDBT ,STAFFR,Brindle   ,Y,F,13,MONS
D         ,Nellie,POODLEX   ,POODLE,Cream     ,Y,F,9,BUDERIM
D         ,Sally,DALMATIAN ,DALMAT,BlackWhite,Y,F,12,MOUNTAIN CREEK
D         ,Princess,MALTESEX  ,MALTES,Black     ,Y,F,12,BURNSIDE
D         ,Millie,KELPIEAUS ,KELPIE,Red       ,Y,F,12,COOLOOLABIN
D         ,Izzy,COLLBORDRX,COLLBO,BlackWhite,Y,F,11,ALEXANDRA HEADLAND
D         ,Charlie,COLLBORDRX,COLLBO,Brown     ,Y,F,12,DIDDILLIBAH
D         ,Joe,FOXTERRMN ,FOXTER,TriColour ,Y,M,11,PACIFIC PARADISE
D         ,Tess,SPANIELCVX,SPANIE,Apricot   ,Y,F,11,BURNSIDE
D         ,Oscar,TERRIERSIX,TERRIE,Tan       ,Y,M,11,MAROOCHYDORE
D         ,Toby,JACKRUSSL ,JACKRU,TriColour ,Y,M,12,BUDERIM
D         ,Banjo,COLLBORDR ,COLLBO,BlackWhite,Y,M,11,NORTH ARM
D         ,Lizzie,GERMNSHEP ,GERMNS,BlackTan  ,Y,F,11,WEST WOOMBYE
D         ,Shirley,BOXER     ,BOXER ,Tan       ,N,F,12,MARCOOLA
D         ,Aiko,STAFFRDBTX,STAFFR,Brindle   ,Y,F,12,COOLUM BEACH
D         ,Jet,CATTLEDOG ,CATTLE,BlackTan  ,Y,M,13,DIDDILLIBAH
D         ,Reggie,STAFFRDBT ,STAFFR,Brindle   ,Y,F,14,WEST WOOMBYE
D         ,Chloe,PUG       ,PUG   ,FawnBlack ,Y,F,12,TWIN WATERS
D         ,Kiwi,COLLBORDR ,COLLBO,Black     ,Y,M,11,COOLUM BEACH
D         ,Toto,FOXTERRIEX,FOXTER,BlackWhite,Y,M,13,PALMWOODS
D         ,Bella,LHASAAPSOX,LHASAA,Black     ,Y,F,11,BLI BLI
D         ,Tia,TERRIERSIX,TERRIE,BlackTan  ,Y,F,11,BUDERIM
D         ,Tia,MALTESEX  ,MALTES,White     ,Y,F,13,BEERWAH
D         ,Rosie,TERRIERMNX,TERRIE,BlackWhite,Y,F,16,NAMBOUR
D         ,Marley,CATTLEDOGX,CATTLE,WhiteBlack,Y,F,13,MOOLOOLABA
D         ,Poppy,LHASAAPSO ,LHASAA,GoldWhite ,Y,F,15,COOLUM BEACH
D         ,Tess,TERRIERTMX,TERRIE,BlackWhite,Y,F,12,BLI BLI
D         ,Bailey,LABRADOODL,LABRAD,Gold      ,Y,M,11,MINYAMA
D         ,Millie,SHIHTZUX  ,SHIHTZ,WhiteTan  ,Y,F,12,MALENY
D         ,Rocky,CHIHUAHLH ,CHIHUA,Gold      ,Y,M,13,PELICAN WATERS
D         ,Jade,LABRADOR  ,LABRAD,Gold      ,Y,M,11,BLI BLI
D         ,Abbie,TERRIERSI ,TERRIE,SilverBlac,Y,F,12,BUDERIM
D         ,Sally,KELPIEAUS ,KELPIE,Brown     ,Y,F,11,PALMWOODS
D         ,Violet,SCHNAUZMN ,SCHNAU,SilverBlac,Y,F,12,TWIN WATERS
D         ,Chilli,CATTLEDOGX,CATTLE,WhiteApric,Y,F,13,BUDERIM
D         ,Dusty,PUGX      ,PUG,Tan       ,Y,F,11,MOUNT COOLUM
D         ,Digger,KELPIEAUSX,KELPIE,Black     ,Y,M,11,PARKLANDS
D         ,Bindi,KELPIEAUS ,KELPIE,BlackTan  ,Y,F,11,WEST WOOMBYE
D         ,April,POODLEX   ,POODLE,BlackTan  ,Y,F,12,BUDERIM
D         ,Dubbs,COLLBORDR ,COLLBO,BlackWhite,Y,M,11,DIDDILLIBAH
D         ,Bob,CATTLEDOG ,CATTLE,BlueBlackT,N,M,11,ROSEMOUNT
D         ,Joe,CATTLEDOG ,CATTLE,Black     ,Y,M,11,BLI BLI
D         ,Misha,SHIHTZU   ,SHIHTZ,Sable     ,Y,F,11,WOOMBYE
D         ,Sam,POODLETOY ,POODLE,Chocolate ,Y,M,11,MAROOCHYDORE
D         ,Tess,KELPIEAUS ,KELPIE,Black     ,Y,F,11,PALMWOODS
D         ,Tilly,FOXTERRMN ,FOXTER,BlackWhite,Y,F,11,NAMBOUR
D         ,Ebony,LABRADOR  ,LABRAD,Black     ,Y,F,13,SIPPY DOWNS
D         ,Ella,JACKRUSSL ,JACKRU,TanWhite  ,Y,F,14,BUDERIM
D         ,Edward,BICHONFRS ,BICHON,White     ,Y,M,13,BLI BLI
D         ,Lucky,POODLETOYX,POODLE,White     ,Y,M,13,ROSEMOUNT
D         ,Sparky,POODLEX   ,POODLE,White     ,Y,M,12,SIPPY DOWNS
D         ,Ruby,CATTLEDOGX,CATTLE,White     ,Y,F,12,EUDLO
D         ,Chino,MALTESEX  ,MALTES,Brown     ,Y,M,12,PALMWOODS
D         ,Rajah,LABRADOODL,LABRAD,Gold      ,Y,M,11,DOONAN
D         ,Teddy,POODLETOY ,POODLE,Apricot   ,Y,M,11,BUDERIM
D         ,Sherry,MALTESE   ,MALTES,White     ,Y,F,16,MAROOCHYDORE
D         ,Jack,FOXTERRMN ,FOXTER,TriColour ,Y,M,11,MOOLOOLABA
D         ,Ruben,LHASAAPSOX,LHASAA,Brown     ,Y,M,13,COOLUM BEACH
D         ,Daisy,FOXTERRMN ,FOXTER,BlackBroWh,Y,F,12,MOUNTAIN CREEK
D         ,Buffy,MALTESE   ,MALTES,White     ,Y,M,11,BUDERIM
D         ,Zoe,CORGICARD ,CORGIC,BlackBrind,Y,F,11,BUDERIM
D         ,Max,POODLEX   ,POODLE,White     ,Y,M,11,TANAWHA
D         ,Scruffy,MALTESEX  ,MALTES,BlackGrey ,Y,F,13,MOOLOOLABA
D         ,Lucy,MALTESEX  ,MALTES,TriColour ,Y,F,11,MAROOCHYDORE
D         ,Russell,JACKRUSSLX,JACKRU,TriColour ,Y,M,12,NAMBOUR
D         ,Stella,LABRADOR  ,LABRAD,Gold      ,Y,F,14,PEREGIAN SPRINGS
D         ,Doc,LHASAAPSOX,LHASAA,Black     ,Y,M,11,MAROOCHYDORE
D         ,Boots,LABRADOR  ,LABRAD,Gold      ,Y,M,11,BUDERIM
D         ,Cashel,JACKRUSSL ,JACKRU,Tan       ,Y,F,11,TANAWHA
D         ,Stumpy,CATDOGSTPX,CATDOG,WhiteBlack,Y,M,14,ALEXANDRA HEADLAND
D         ,Sasha,MALTESEX  ,MALTES,White     ,Y,F,11,BUDERIM
D         ,Princess,LABRADOR  ,LABRAD,Black     ,Y,F,11,BUDERIM
D         ,Rufus,BULLMASTFX,BULLMA,Tan       ,Y,M,13,PEREGIAN BEACH
D         ,Beanz,MIXED     ,MIXED ,Brown     ,Y,M,14,BUDERIM
D         ,Sabu,SHIHTZUX  ,SHIHTZ,TriColour ,Y,M,13,MOOLOOLABA
D         ,Jessie,BOXER     ,BOXER ,White     ,Y,F,12,COOLUM BEACH
D         ,Toby,BICHONFRS ,BICHON,White     ,Y,M,11,BUDERIM
D         ,Rufus,TERRIERSIX,TERRIE,Black     ,Y,M,15,SIPPY DOWNS
D         ,Duncan,MALTESEX  ,MALTES,Brown     ,Y,M,11,BUDERIM
D         ,Tully,TERRIERWT ,TERRIE,White     ,Y,M,11,BUDERIM
D         ,Nala,TERRIERWT ,TERRIE,White     ,Y,F,14,PARREARRA
D         ,Demi,DALMATIANX,DALMAT,White     ,Y,F,11,BLI BLI
D         ,Joey,SHIHTZUX  ,SHIHTZ,White     ,Y,M,11,ROSEMOUNT
D         ,Tippi,TERRIERWT ,TERRIE,White     ,Y,M,12,BUDERIM
D         ,Bailey,RETRIEVGD ,RETRIE,Gold      ,Y,M,11,DOONAN
D         ,Lilly,SPANIELCVX,SPANIE,BlackWhite,Y,F,16,MARCOOLA
D         ,Misty,MALTESEX  ,MALTES,WhiteBrown,Y,F,11,TWIN WATERS
D         ,Roxy,ROTTWEILRX,ROTTWE,BlackTan  ,Y,F,13,KULUIN
D         ,Scruffy,SPOODLE   ,SPOODL,Apricot   ,Y,M,11,BLI BLI
D         ,Toby,COLLBORDR ,COLLBO,BlackWhite,Y,M,11,MAROOCHYDORE
D         ,Bella,MALTESEX  ,MALTES,White     ,Y,F,11,BUDERIM
D         ,Bart,CHIHUAHUAX,CHIHUA,White     ,Y,M,14,MAPLETON
D         ,Samsara Jolie,LABRADOR  ,LABRAD,Cream     ,Y,F,11,MUDJIMBA
D         ,Bobby,MALTESE   ,MALTES,White     ,Y,M,14,MOUNTAIN CREEK
D         ,Baxter,TERRIERSIX,TERRIE,Champagne ,Y,M,11,NAMBOUR
D         ,Otis,CATDOGSTPX,CATDOG,GreyBlack ,Y,M,11,BUDERIM
D         ,Skitz,FOXTERRIEX,FOXTER,WhiteTan  ,Y,M,12,BUDERIM
D         ,Buster,CATTLEDOGX,CATTLE,BlackWhite,Y,M,13,MAPLETON
D         ,Manny,COLLBORDR ,COLLBO,BlackWhite,Y,M,11,BRIDGES
D         ,Hershey,TERRIERX  ,TERRIE,BlackTan  ,Y,M,11,BUDERIM
D         ,Oscar,GERMNSHEPX,GERMNS,Sable     ,Y,M,11,MOOLOOLAH VALLEY
D         ,Milly,COLLBORDR ,COLLBO,BlackWhite,Y,F,11,BUDERIM
D         ,BJ,CATTLEDOG ,CATTLE,Blue      ,Y,M,11,KENILWORTH
D         ,Louie,MALTESEX  ,MALTES,Cream     ,Y,F,14,BUDERIM
D         ,Angus,STAFFRDBT ,STAFFR,Blue      ,Y,M,11,GLENVIEW
D         ,Rosie,LABRADOR  ,LABRAD,Black     ,Y,F,11,MOUNTAIN CREEK
D         ,Hudson,COLLBORDR ,COLLBO,WhiteBlack,Y,M,11,MONS
D         ,Jet,LABRADOR  ,LABRAD,Black     ,Y,M,11,BLI BLI
D         ,Freddie,CHIHUAHUA ,CHIHUA,Ginger    ,Y,M,11,BUDERIM
D         ,Charlie,SCHNAUZERX,SCHNAU,Black     ,Y,M,11,PALMWOODS
D         ,Roxy,FOXTERRMN ,FOXTER,BrownBlack,Y,F,13,BUDERIM
D         ,Jazz,MALTESEX  ,MALTES,Brown     ,Y,F,11,PACIFIC PARADISE
D         ,Levi,MALTESEX  ,MALTES,Cream     ,Y,M,11,PACIFIC PARADISE
D         ,Nemo,TERRIERWHX,TERRIE,BlackWhite,Y,M,13,BUDERIM
D         ,Spike,TERRIERYK ,TERRIE,BlackTan  ,Y,M,14,DOONAN
D         ,Alison,SCHNAUZER ,SCHNAU,SaltPepper,Y,F,14,DOONAN
D         ,Alice,TERRIERAU ,TERRIE,Tan       ,Y,F,12,CHEVALLUM
D         ,Scylla,STAFFRDBTX,STAFFR,Black     ,Y,F,11,MUDJIMBA
D         ,Obi,KELPIEAUSX,KELPIE,Black     ,Y,F,11,FLAXTON
D         ,Beau Beau,POODLETOY ,POODLE,Black     ,Y,M,17,BUDERIM
D         ,Tia,FOXTERRIEX,FOXTER,BlackTanWh,Y,F,13,COOLUM BEACH
D         ,Henry,SCHNAUZMN ,SCHNAU,SaltPepper,Y,M,13,PEREGIAN SPRINGS
D         ,Amber,COLLBORDR ,COLLBO,BlackWhite,Y,F,13,YANDINA
D         ,Indy,KELPIEAUSX,KELPIE,BlackTan  ,Y,F,11,NAMBOUR
D         ,Jedda,COLLBORDRX,COLLBO,Black     ,Y,F,11,BLI BLI
D         ,William,SPANIELTBX,SPANIE,Cream     ,Y,M,11,BUDERIM
D         ,Harry,SPANIELTBX,SPANIE,Champagne ,Y,M,11,BUDERIM
D         ,Ozzie,COLLBORDR ,COLLBO,Blue      ,Y,M,11,PALMWOODS
D         ,Sandy,BICHONFRSX,BICHON,White     ,N,F,12,KULUIN
D         ,Ash,BICHONFRSX,BICHON,White     ,Y,M,11,SIPPY DOWNS
D         ,Jasmine,LHASAAPSO ,LHASAA,White     ,Y,F,11,BUDERIM
D         ,Mitch,ROTTWEILRX,ROTTWE,BlackTan  ,Y,M,11,BELLI PARK
D         ,Louie,CATTLEDOGX,CATTLE,BlackWhite,Y,M,11,YANDINA CREEK
D         ,Monty,LABRADORX ,LABRAD,Black     ,Y,M,13,COOLOOLABIN
D         ,Charlie,SPOODLE   ,SPOODL,Gold      ,Y,M,11,BUDERIM
D         ,Ellie,MALTESEX  ,MALTES,White     ,Y,F,14,BUDERIM
D         ,Olonge,CORGIX    ,CORGI,Tan       ,Y,F,11,EUDLO
D         ,Chino,CORGIX    ,CORGI,Tan       ,Y,M,11,EUDLO
D         ,Mason,BOXER     ,BOXER ,Brindle   ,Y,M,13,MAROOCHYDORE
D         ,Bella,BICHONFRS ,BICHON,White     ,Y,F,11,MUDJIMBA
D         ,Chase,SHEEPDGSH ,SHEEPD,SableWhite,Y,M,12,MOUNTAIN CREEK
D         ,Squirt,CHIHUAHUAX,CHIHUA,Black     ,Y,M,11,MAROOCHYDORE
D         ,Kuta,TERRIERSIX,TERRIE,Black     ,Y,M,11,SIPPY DOWNS
D         ,Monte,LABRADOR  ,LABRAD,Chocolate ,Y,M,13,PEREGIAN SPRINGS
D         ,Carlo,LABRADOR  ,LABRAD,Black     ,Y,M,13,PEREGIAN SPRINGS
D         ,Lennox,STAFFRDBT ,STAFFR,Brindle   ,Y,M,12,COOLUM BEACH
D         ,Duke,STAFFRDBT ,STAFFR,Blue      ,Y,M,12,YANDINA CREEK
D         ,Willow,LABRADOR  ,LABRAD,Black     ,Y,F,11,MOUNTAIN CREEK
D         ,Leo,CATTLEDOGX,CATTLE,Red       ,Y,M,11,MUDJIMBA
D         ,Possum,STAFFRDBTX,STAFFR,BrownWhite,Y,F,13,MOUNT COOLUM
D         ,Zorro,SPOODLE   ,SPOODL,Gold      ,Y,M,11,WEST WOOMBYE
D         ,Hollie,STAFFRDBTX,STAFFR,Tan       ,Y,F,11,MOUNTAIN CREEK
D         ,Lahni,POINTRENGX,POINTR,Black     ,Y,F,12,OBI OBI
D         ,Wesley,RETRIEVND ,RETRIE,Red       ,Y,M,11,BUDERIM
D         ,Rockit,STAFFRDBT ,STAFFR,BlackWhite,Y,M,11,MOUNTAIN CREEK
D         ,Kesha,STAFFRDBT ,STAFFR,BlackBrind,Y,F,11,DOONAN
D         ,Dodge,COLLBORDRX,COLLBO,BlackWhite,Y,M,11,PACIFIC PARADISE
D         ,Merlot,MALTESEX  ,MALTES,TriColour ,Y,M,11,BUDERIM
D         ,Danny Boy,MALTESEX  ,MALTES,TriColour ,Y,M,11,MOUNTAIN CREEK
D         ,Benji,BICHONFRS ,BICHON,White     ,Y,M,11,BUDERIM
D         ,Pepe,POODLEMINX,POODLE,BlackTan  ,Y,M,11,PACIFIC PARADISE
D         ,Whisky,MALTESE   ,MALTES,White     ,Y,M,11,SIPPY DOWNS
D         ,Zac,GERMNSHEPX,GERMNS,Black     ,Y,M,14,BUDERIM
D         ,Billy,MALTESE   ,MALTES,White     ,Y,M,14,MOUNTAIN CREEK
D         ,Sasha,COLLBORDR ,COLLBO,TriColour ,Y,F,13,FLAXTON
D         ,Denny Crane,TERRIERTN ,TERRIE,White     ,Y,M,11,DOONAN
D         ,Ella,TERRIERTN ,TERRIE,Liver     ,Y,F,11,DOONAN
D         ,Roy,SETTERGOR ,SETTER,BlackTan  ,Y,M,11,MUDJIMBA
D         ,Roxy,ROTTWEILRX,ROTTWE,BlackTanWh,Y,F,11,MOOLOOLABA
D         ,Gyzmo,MALTESEX  ,MALTES,White     ,Y,M,12,FLAXTON
Cat       ,Puddy,DOMSH     ,DOMSH ,BlackWhite,Y,F,11,DOONAN
D         ,Bundi,COLLBORDRX,COLLBO,Sable     ,Y,M,11,NINDERRY
D         ,Max,SHIHTZUX  ,SHIHTZ,TanWhite  ,Y,M,11,COES CREEK
D         ,Ruby,RIDGEBACK ,RIDGEB,Red       ,Y,F,11,MAPLETON
D         ,Vinny,GERMNSHEPX,GERMNS,Tan       ,Y,M,11,BUDERIM
D         ,Casper,LABRADOODL,LABRAD,Gold      ,Y,M,11,MAROOCHY RIVER
D         ,Storm,CATDOGSTP ,CATDOG,Blue      ,Y,F,11,MAROOCHYDORE
D         ,Diesel,COLLBORDR ,COLLBO,BlackWhite,Y,F,11,BELLI PARK
D         ,Nikki,TERRIER   ,TERRIE,BlackTan  ,Y,F,11,BUDERIM
D         ,Bodhi,POODLEMINX,POODLE,Cream     ,Y,M,11,LANDSBOROUGH
D         ,Poppy,FOXTERRMN ,FOXTER,Black     ,Y,F,11,BUDERIM
D         ,Jaxon,WEIMARANR ,WEIMAR,Brown     ,Y,M,12,MOUNTAIN CREEK
D         ,Sammi,SPOODLE   ,SPOODL,Black     ,Y,F,13,NAMBOUR
D         ,Maddison,MASTIFFX  ,MASTIF,BrindlWhit,Y,F,11,NAMBOUR
D         ,Jarod,SHEEPDGSH ,SHEEPD,TriColour ,N,M,11,MAROOCHYDORE
D         ,Tazzie,COLLBORDR ,COLLBO,TriColour ,Y,F,13,BUDERIM
D         ,Minnie,ROTTWEILR ,ROTTWE,BlackTan  ,N,F,11,BUDERIM
D         ,Max,TERRIERMNX,TERRIE,BlackWhite,Y,M,13,BUDERIM
D         ,Maxi,SPANIELCK ,SPANIE,BlackWhite,Y,M,11,NAMBOUR
D         ,Spy,POODLETOY ,POODLE,Black     ,Y,M,11,PALMWOODS
D         ,Rosie,LABRADOR  ,LABRAD,Chocolate ,Y,F,13,BUDERIM
D         ,Nala,BEAGLE    ,BEAGLE,TanWhite  ,Y,F,11,MAROOCHYDORE
D         ,Bailey,JACKRUSSL ,JACKRU,BrownWhite,Y,M,13,KULUIN
D         ,Lionel,MALTESE   ,MALTES,White     ,Y,M,11,MOUNT COOLUM
D         ,Buddy,JACKRUSSLX,JACKRU,White     ,Y,M,11,BUDERIM
D         ,Lucy,LABRADOR  ,LABRAD,Gold      ,Y,F,12,BUDERIM
D         ,Kye,GERMNSHEP ,GERMNS,BlackTan  ,N,M,11,EUDLO
D         ,Rusty,JACKRUSSL ,JACKRU,White     ,Y,M,11,COOLUM BEACH
D         ,Chai,SHIHTZU   ,SHIHTZ,BlackTan  ,Y,M,12,COOLUM BEACH
D         ,Havok,HUSKY     ,HUSKY ,White     ,N,M,12,SIPPY DOWNS
D         ,Cooper,LABRADOR  ,LABRAD,Black     ,Y,M,12,YAROOMBA
D         ,Pepper,LABRADOODL,LABRAD,Gold      ,Y,F,11,BLI BLI
D         ,Ruby,STAFFRDBT ,STAFFR,Brindle   ,Y,F,11,GOLDEN BEACH
D         ,Ollie,JACKRUSSLX,JACKRU,WhiteTan  ,Y,M,14,BLI BLI
D         ,Gypsy,FOXTERRMNX,FOXTER,BlackWhite,Y,F,12,PALMWOODS
D         ,Ned,CATTLEDOG ,CATTLE,Red       ,N,M,11,MOOLOOLABA
D         ,Merlo,MALTESEX  ,MALTES,BlackWhite,Y,M,11,TWIN WATERS
D         ,Belle,LABRADOR  ,LABRAD,Black     ,Y,F,12,MUDJIMBA
D         ,Dizzy,CATTLEDOGX,CATTLE,RedWhite  ,Y,M,11,MAROOCHYDORE
D         ,Bundy,TERRIERSIX,TERRIE,SaltPepper,Y,M,12,MOUNTAIN CREEK
D         ,Lucy,POODLETOYX,POODLE,Black     ,Y,F,13,CONONDALE
D         ,Koda,SHIHTZUX  ,SHIHTZ,Cream     ,Y,M,11,BLI BLI
D         ,Hannah,RETRIEVGD ,RETRIE,Gold      ,Y,F,11,EUMUNDI
D         ,Ranee,FOXTERRMN ,FOXTER,BlackWhite,Y,F,12,MOUNTAIN CREEK
D         ,Muffy,MALTESE   ,MALTES,White     ,Y,M,14,WOOMBYE
D         ,Thuram,GERMNSHEP ,GERMNS,Sable     ,Y,M,11,WOOMBYE
D         ,Anelke,GERMNSHEP ,GERMNS,Black     ,Y,F,11,WOOMBYE
D         ,Monty,TERRIERWT ,TERRIE,White     ,Y,M,11,MOUNTAIN CREEK
